                    time         Energy    pitch_angle            Daa
2022-01-12/04:03:15         0.1862     8.000 0.0003240
2022-01-12/04:03:15         0.1862     11.00 0.0003230
2022-01-12/04:03:15         0.1862     14.00 0.0003198
2022-01-12/04:03:15         0.1862     17.00 0.0003128
2022-01-12/04:03:15         0.1862     20.00 0.0003003
2022-01-12/04:03:15         0.1862     23.00 0.0002800
2022-01-12/04:03:15         0.1862     26.00 0.0002501
2022-01-12/04:03:15         0.1862     29.00 0.0002168
2022-01-12/04:03:15         0.1862     32.00 0.0001995
2022-01-12/04:03:15         0.1862     35.00 0.0001698
2022-01-12/04:03:15         0.1862     38.00 0.0001266
2022-01-12/04:03:15         0.1862     41.00 0.0001037
2022-01-12/04:03:15         0.1862     44.00 8.788e-05
2022-01-12/04:03:15         0.1862     47.00 6.108e-05
2022-01-12/04:03:15         0.1862     50.00 4.651e-05
2022-01-12/04:03:15         0.1862     52.00 3.430e-05
2022-01-12/04:03:15         0.1862     54.00 2.197e-05
2022-01-12/04:03:15         0.1862     56.00 1.957e-05
2022-01-12/04:03:15         0.1862     58.00 1.531e-05
2022-01-12/04:03:15         0.1862     60.00 1.286e-05
2022-01-12/04:03:15         0.1862     62.00 1.085e-05
2022-01-12/04:03:15         0.1862     64.00 8.491e-06
2022-01-12/04:03:15         0.1862     66.00 6.201e-06
2022-01-12/04:03:15         0.1862     68.00 3.975e-06
2022-01-12/04:03:15         0.1862     70.00 3.034e-06
2022-01-12/04:03:15         0.1862     72.00 2.084e-06
2022-01-12/04:03:15         0.1862     74.00 1.139e-06
2022-01-12/04:03:15         0.1862     76.00 1.361e-06
2022-01-12/04:03:15         0.1862     78.00 2.467e-06
2022-01-12/04:03:15         0.1862     80.00 6.110e-06
2022-01-12/04:03:15         0.1862     82.00 1.113e-05
2022-01-12/04:03:15         0.1862     84.00 2.768e-05
2022-01-12/04:03:15         0.1862     85.00 5.147e-05
2022-01-12/04:03:15         0.1862     86.00 0.0001029
2022-01-12/04:03:15         0.1862     87.00 0.0002634
2022-01-12/04:03:15         0.1862     88.00  0.001088
2022-01-12/04:03:15         0.1862     89.00  0.001852
2022-01-12/04:03:15         0.1862     89.50 2.181e-09
2022-01-12/04:03:15         0.2198     2.000 0.0003999
2022-01-12/04:03:15         0.2198     5.000 0.0004039
2022-01-12/04:03:15         0.2198     8.000 0.0004071
2022-01-12/04:03:15         0.2198     11.00 0.0004088
2022-01-12/04:03:15         0.2198     14.00 0.0004084
2022-01-12/04:03:15         0.2198     17.00 0.0004047
2022-01-12/04:03:15         0.2198     20.00 0.0003962
2022-01-12/04:03:15         0.2198     23.00 0.0003810
2022-01-12/04:03:15         0.2198     26.00 0.0003610
2022-01-12/04:03:15         0.2198     29.00 0.0003458
2022-01-12/04:03:15         0.2198     32.00 0.0003184
2022-01-12/04:03:15         0.2198     35.00 0.0002730
2022-01-12/04:03:15         0.2198     38.00 0.0002245
2022-01-12/04:03:15         0.2198     41.00 0.0001927
2022-01-12/04:03:15         0.2198     44.00 0.0001387
2022-01-12/04:03:15         0.2198     47.00 0.0001044
2022-01-12/04:03:15         0.2198     50.00 8.208e-05
2022-01-12/04:03:15         0.2198     52.00 5.906e-05
2022-01-12/04:03:15         0.2198     54.00 4.816e-05
2022-01-12/04:03:15         0.2198     56.00 3.467e-05
2022-01-12/04:03:15         0.2198     58.00 2.096e-05
2022-01-12/04:03:15         0.2198     60.00 1.789e-05
2022-01-12/04:03:15         0.2198     62.00 1.280e-05
2022-01-12/04:03:15         0.2198     64.00 1.122e-05
2022-01-12/04:03:15         0.2198     66.00 8.371e-06
2022-01-12/04:03:15         0.2198     68.00 6.505e-06
2022-01-12/04:03:15         0.2198     70.00 3.687e-06
2022-01-12/04:03:15         0.2198     72.00 2.775e-06
2022-01-12/04:03:15         0.2198     74.00 1.814e-06
2022-01-12/04:03:15         0.2198     76.00 1.013e-06
2022-01-12/04:03:15         0.2198     78.00 1.909e-06
2022-01-12/04:03:15         0.2198     80.00 5.148e-06
2022-01-12/04:03:15         0.2198     82.00 1.027e-05
2022-01-12/04:03:15         0.2198     84.00 2.686e-05
2022-01-12/04:03:15         0.2198     85.00 4.660e-05
2022-01-12/04:03:15         0.2198     86.00 9.524e-05
2022-01-12/04:03:15         0.2198     87.00 0.0002397
2022-01-12/04:03:15         0.2198     88.00 0.0009782
2022-01-12/04:03:15         0.2198     89.00  0.002370
2022-01-12/04:03:15         0.2198     89.50 2.833e-09
2022-01-12/04:03:15         0.2595     2.000 0.0004042
2022-01-12/04:03:15         0.2595     5.000 0.0004102
2022-01-12/04:03:15         0.2595     8.000 0.0004171
2022-01-12/04:03:15         0.2595     11.00 0.0004247
2022-01-12/04:03:15         0.2595     14.00 0.0004328
2022-01-12/04:03:15         0.2595     17.00 0.0004407
2022-01-12/04:03:15         0.2595     20.00 0.0004476
2022-01-12/04:03:15         0.2595     23.00 0.0004521
2022-01-12/04:03:15         0.2595     26.00 0.0004514
2022-01-12/04:03:15         0.2595     29.00 0.0004426
2022-01-12/04:03:15         0.2595     32.00 0.0004219
2022-01-12/04:03:15         0.2595     35.00 0.0003876
2022-01-12/04:03:15         0.2595     38.00 0.0003587
2022-01-12/04:03:15         0.2595     41.00 0.0003094
2022-01-12/04:03:15         0.2595     44.00 0.0002361
2022-01-12/04:03:15         0.2595     47.00 0.0001947
2022-01-12/04:03:15         0.2595     50.00 0.0001242
2022-01-12/04:03:15         0.2595     52.00 0.0001029
2022-01-12/04:03:15         0.2595     54.00 8.617e-05
2022-01-12/04:03:15         0.2595     56.00 5.998e-05
2022-01-12/04:03:15         0.2595     58.00 4.604e-05
2022-01-12/04:03:15         0.2595     60.00 3.002e-05
2022-01-12/04:03:15         0.2595     62.00 1.886e-05
2022-01-12/04:03:15         0.2595     64.00 1.446e-05
2022-01-12/04:03:15         0.2595     66.00 1.092e-05
2022-01-12/04:03:15         0.2595     68.00 8.447e-06
2022-01-12/04:03:15         0.2595     70.00 6.381e-06
2022-01-12/04:03:15         0.2595     72.00 3.319e-06
2022-01-12/04:03:15         0.2595     74.00 2.323e-06
2022-01-12/04:03:15         0.2595     76.00 1.590e-06
2022-01-12/04:03:15         0.2595     78.00 1.473e-06
2022-01-12/04:03:15         0.2595     80.00 4.353e-06
2022-01-12/04:03:15         0.2595     82.00 1.007e-05
2022-01-12/04:03:15         0.2595     84.00 2.521e-05
2022-01-12/04:03:15         0.2595     85.00 4.211e-05
2022-01-12/04:03:15         0.2595     86.00 8.635e-05
2022-01-12/04:03:15         0.2595     87.00 0.0002189
2022-01-12/04:03:15         0.2595     88.00 0.0008773
2022-01-12/04:03:15         0.2595     89.00  0.002679
2022-01-12/04:03:15         0.2595     89.50 3.782e-07
2022-01-12/04:03:15         0.3000     2.000 0.0004074
2022-01-12/04:03:15         0.3000     5.000 0.0004112
2022-01-12/04:03:15         0.3000     8.000 0.0004139
2022-01-12/04:03:15         0.3000     11.00 0.0004155
2022-01-12/04:03:15         0.3000     14.00 0.0004168
2022-01-12/04:03:15         0.3000     17.00 0.0004223
2022-01-12/04:03:15         0.3000     20.00 0.0004345
2022-01-12/04:03:15         0.3000     23.00 0.0004472
2022-01-12/04:03:15         0.3000     26.00 0.0004594
2022-01-12/04:03:15         0.3000     29.00 0.0004697
2022-01-12/04:03:15         0.3000     32.00 0.0004752
2022-01-12/04:03:15         0.3000     35.00 0.0004701
2022-01-12/04:03:15         0.3000     38.00 0.0004486
2022-01-12/04:03:15         0.3000     41.00 0.0004045
2022-01-12/04:03:15         0.3000     44.00 0.0003625
2022-01-12/04:03:15         0.3000     47.00 0.0002936
2022-01-12/04:03:15         0.3000     50.00 0.0002193
2022-01-12/04:03:15         0.3000     52.00 0.0001799
2022-01-12/04:03:15         0.3000     54.00 0.0001221
2022-01-12/04:03:15         0.3000     56.00 9.808e-05
2022-01-12/04:03:15         0.3000     58.00 7.700e-05
2022-01-12/04:03:15         0.3000     60.00 4.927e-05
2022-01-12/04:03:15         0.3000     62.00 3.669e-05
2022-01-12/04:03:15         0.3000     64.00 1.826e-05
2022-01-12/04:03:15         0.3000     66.00 1.458e-05
2022-01-12/04:03:15         0.3000     68.00 1.013e-05
2022-01-12/04:03:15         0.3000     70.00 7.946e-06
2022-01-12/04:03:15         0.3000     72.00 5.574e-06
2022-01-12/04:03:15         0.3000     74.00 2.809e-06
2022-01-12/04:03:15         0.3000     76.00 1.695e-06
2022-01-12/04:03:15         0.3000     78.00 1.686e-06
2022-01-12/04:03:15         0.3000     80.00 3.212e-06
2022-01-12/04:03:15         0.3000     82.00 9.319e-06
2022-01-12/04:03:15         0.3000     84.00 2.427e-05
2022-01-12/04:03:15         0.3000     85.00 3.944e-05
2022-01-12/04:03:15         0.3000     86.00 7.990e-05
2022-01-12/04:03:15         0.3000     87.00 0.0002019
2022-01-12/04:03:15         0.3000     88.00 0.0007968
2022-01-12/04:03:15         0.3000     89.00  0.002862
2022-01-12/04:03:15         0.3000     89.50 1.979e-05
2022-01-12/04:03:15         0.3617     2.000 0.0004241
2022-01-12/04:03:15         0.3617     5.000 0.0004308
2022-01-12/04:03:15         0.3617     8.000 0.0004390
2022-01-12/04:03:15         0.3617     11.00 0.0004480
2022-01-12/04:03:15         0.3617     14.00 0.0004566
2022-01-12/04:03:15         0.3617     17.00 0.0004625
2022-01-12/04:03:15         0.3617     20.00 0.0004665
2022-01-12/04:03:15         0.3617     23.00 0.0004674
2022-01-12/04:03:15         0.3617     26.00 0.0004635
2022-01-12/04:03:15         0.3617     29.00 0.0004549
2022-01-12/04:03:15         0.3617     32.00 0.0004538
2022-01-12/04:03:15         0.3617     35.00 0.0004701
2022-01-12/04:03:15         0.3617     38.00 0.0004832
2022-01-12/04:03:15         0.3617     41.00 0.0004875
2022-01-12/04:03:15         0.3617     44.00 0.0004718
2022-01-12/04:03:15         0.3617     47.00 0.0004243
2022-01-12/04:03:15         0.3617     50.00 0.0003636
2022-01-12/04:03:15         0.3617     52.00 0.0003123
2022-01-12/04:03:15         0.3617     54.00 0.0002367
2022-01-12/04:03:15         0.3617     56.00 0.0001951
2022-01-12/04:03:15         0.3617     58.00 0.0001352
2022-01-12/04:03:15         0.3617     60.00 9.339e-05
2022-01-12/04:03:15         0.3617     62.00 7.084e-05
2022-01-12/04:03:15         0.3617     64.00 4.327e-05
2022-01-12/04:03:15         0.3617     66.00 2.742e-05
2022-01-12/04:03:15         0.3617     68.00 1.490e-05
2022-01-12/04:03:15         0.3617     70.00 9.698e-06
2022-01-12/04:03:15         0.3617     72.00 7.490e-06
2022-01-12/04:03:15         0.3617     74.00 4.920e-06
2022-01-12/04:03:15         0.3617     76.00 2.303e-06
2022-01-12/04:03:15         0.3617     78.00 1.624e-06
2022-01-12/04:03:15         0.3617     80.00 2.495e-06
2022-01-12/04:03:15         0.3617     82.00 8.759e-06
2022-01-12/04:03:15         0.3617     84.00 2.204e-05
2022-01-12/04:03:15         0.3617     85.00 3.505e-05
2022-01-12/04:03:15         0.3617     86.00 7.097e-05
2022-01-12/04:03:15         0.3617     87.00 0.0001802
2022-01-12/04:03:15         0.3617     88.00 0.0007056
2022-01-12/04:03:15         0.3617     89.00  0.003090
2022-01-12/04:03:15         0.3617     89.50 8.013e-05
2022-01-12/04:03:15         0.4270     2.000 0.0003655
2022-01-12/04:03:15         0.4270     5.000 0.0003721
2022-01-12/04:03:15         0.4270     8.000 0.0003805
2022-01-12/04:03:15         0.4270     11.00 0.0003909
2022-01-12/04:03:15         0.4270     14.00 0.0004034
2022-01-12/04:03:15         0.4270     17.00 0.0004182
2022-01-12/04:03:15         0.4270     20.00 0.0004350
2022-01-12/04:03:15         0.4270     23.00 0.0004538
2022-01-12/04:03:15         0.4270     26.00 0.0004729
2022-01-12/04:03:15         0.4270     29.00 0.0004889
2022-01-12/04:03:15         0.4270     32.00 0.0004920
2022-01-12/04:03:15         0.4270     35.00 0.0004856
2022-01-12/04:03:15         0.4270     38.00 0.0004678
2022-01-12/04:03:15         0.4270     41.00 0.0004638
2022-01-12/04:03:15         0.4270     44.00 0.0004785
2022-01-12/04:03:15         0.4270     47.00 0.0004825
2022-01-12/04:03:15         0.4270     50.00 0.0004589
2022-01-12/04:03:15         0.4270     52.00 0.0004183
2022-01-12/04:03:15         0.4270     54.00 0.0003644
2022-01-12/04:03:15         0.4270     56.00 0.0003146
2022-01-12/04:03:15         0.4270     58.00 0.0002309
2022-01-12/04:03:15         0.4270     60.00 0.0001805
2022-01-12/04:03:15         0.4270     62.00 0.0001108
2022-01-12/04:03:15         0.4270     64.00 7.930e-05
2022-01-12/04:03:15         0.4270     66.00 4.852e-05
2022-01-12/04:03:15         0.4270     68.00 3.126e-05
2022-01-12/04:03:15         0.4270     70.00 1.415e-05
2022-01-12/04:03:15         0.4270     72.00 8.944e-06
2022-01-12/04:03:15         0.4270     74.00 6.370e-06
2022-01-12/04:03:15         0.4270     76.00 3.827e-06
2022-01-12/04:03:15         0.4270     78.00 1.969e-06
2022-01-12/04:03:15         0.4270     80.00 2.334e-06
2022-01-12/04:03:15         0.4270     82.00 7.719e-06
2022-01-12/04:03:15         0.4270     84.00 1.882e-05
2022-01-12/04:03:15         0.4270     85.00 3.275e-05
2022-01-12/04:03:15         0.4270     86.00 6.609e-05
2022-01-12/04:03:15         0.4270     87.00 0.0001618
2022-01-12/04:03:15         0.4270     88.00 0.0006341
2022-01-12/04:03:15         0.4270     89.00  0.003321
2022-01-12/04:03:15         0.4270     89.50 0.0001479
2022-01-12/04:03:15         0.5041     2.000 0.0003073
2022-01-12/04:03:15         0.5041     5.000 0.0003129
2022-01-12/04:03:15         0.5041     8.000 0.0003201
2022-01-12/04:03:15         0.5041     11.00 0.0003290
2022-01-12/04:03:15         0.5041     14.00 0.0003397
2022-01-12/04:03:15         0.5041     17.00 0.0003524
2022-01-12/04:03:15         0.5041     20.00 0.0003671
2022-01-12/04:03:15         0.5041     23.00 0.0003840
2022-01-12/04:03:15         0.5041     26.00 0.0004033
2022-01-12/04:03:15         0.5041     29.00 0.0004252
2022-01-12/04:03:15         0.5041     32.00 0.0004496
2022-01-12/04:03:15         0.5041     35.00 0.0004756
2022-01-12/04:03:15         0.5041     38.00 0.0004972
2022-01-12/04:03:15         0.5041     41.00 0.0004961
2022-01-12/04:03:15         0.5041     44.00 0.0004750
2022-01-12/04:03:15         0.5041     47.00 0.0004502
2022-01-12/04:03:15         0.5041     50.00 0.0004627
2022-01-12/04:03:15         0.5041     52.00 0.0004631
2022-01-12/04:03:15         0.5041     54.00 0.0004492
2022-01-12/04:03:15         0.5041     56.00 0.0004103
2022-01-12/04:03:15         0.5041     58.00 0.0003457
2022-01-12/04:03:15         0.5041     60.00 0.0002916
2022-01-12/04:03:15         0.5041     62.00 0.0001982
2022-01-12/04:03:15         0.5041     64.00 0.0001477
2022-01-12/04:03:15         0.5041     66.00 7.816e-05
2022-01-12/04:03:15         0.5041     68.00 5.600e-05
2022-01-12/04:03:15         0.5041     70.00 3.132e-05
2022-01-12/04:03:15         0.5041     72.00 1.233e-05
2022-01-12/04:03:15         0.5041     74.00 7.655e-06
2022-01-12/04:03:15         0.5041     76.00 4.923e-06
2022-01-12/04:03:15         0.5041     78.00 2.878e-06
2022-01-12/04:03:15         0.5041     80.00 2.164e-06
2022-01-12/04:03:15         0.5041     82.00 6.480e-06
2022-01-12/04:03:15         0.5041     84.00 1.649e-05
2022-01-12/04:03:15         0.5041     85.00 3.094e-05
2022-01-12/04:03:15         0.5041     86.00 6.087e-05
2022-01-12/04:03:15         0.5041     87.00 0.0001453
2022-01-12/04:03:15         0.5041     88.00 0.0005654
2022-01-12/04:03:15         0.5041     89.00  0.003539
2022-01-12/04:03:15         0.5041     89.50 0.0002236
2022-01-12/04:03:15         0.5951     2.000 0.0002283
2022-01-12/04:03:15         0.5951     5.000 0.0002333
2022-01-12/04:03:15         0.5951     8.000 0.0002404
2022-01-12/04:03:15         0.5951     11.00 0.0002498
2022-01-12/04:03:15         0.5951     14.00 0.0002617
2022-01-12/04:03:15         0.5951     17.00 0.0002765
2022-01-12/04:03:15         0.5951     20.00 0.0002944
2022-01-12/04:03:15         0.5951     23.00 0.0003154
2022-01-12/04:03:15         0.5951     26.00 0.0003370
2022-01-12/04:03:15         0.5951     29.00 0.0003554
2022-01-12/04:03:15         0.5951     32.00 0.0003760
2022-01-12/04:03:15         0.5951     35.00 0.0003988
2022-01-12/04:03:15         0.5951     38.00 0.0004241
2022-01-12/04:03:15         0.5951     41.00 0.0004522
2022-01-12/04:03:15         0.5951     44.00 0.0004801
2022-01-12/04:03:15         0.5951     47.00 0.0004859
2022-01-12/04:03:15         0.5951     50.00 0.0004568
2022-01-12/04:03:15         0.5951     52.00 0.0004255
2022-01-12/04:03:15         0.5951     54.00 0.0004301
2022-01-12/04:03:15         0.5951     56.00 0.0004315
2022-01-12/04:03:15         0.5951     58.00 0.0004193
2022-01-12/04:03:15         0.5951     60.00 0.0003779
2022-01-12/04:03:15         0.5951     62.00 0.0003081
2022-01-12/04:03:15         0.5951     64.00 0.0002425
2022-01-12/04:03:15         0.5951     66.00 0.0001587
2022-01-12/04:03:15         0.5951     68.00 9.055e-05
2022-01-12/04:03:15         0.5951     70.00 5.642e-05
2022-01-12/04:03:15         0.5951     72.00 2.818e-05
2022-01-12/04:03:15         0.5951     74.00 1.022e-05
2022-01-12/04:03:15         0.5951     76.00 5.761e-06
2022-01-12/04:03:15         0.5951     78.00 3.409e-06
2022-01-12/04:03:15         0.5951     80.00 2.036e-06
2022-01-12/04:03:15         0.5951     82.00 5.544e-06
2022-01-12/04:03:15         0.5951     84.00 1.447e-05
2022-01-12/04:03:15         0.5951     85.00 2.792e-05
2022-01-12/04:03:15         0.5951     86.00 5.359e-05
2022-01-12/04:03:15         0.5951     87.00 0.0001297
2022-01-12/04:03:15         0.5951     88.00 0.0004984
2022-01-12/04:03:15         0.5951     89.00  0.003645
2022-01-12/04:03:15         0.5951     89.50 0.0002991
2022-01-12/04:03:15         0.7026     2.000 0.0001680
2022-01-12/04:03:15         0.7026     5.000 0.0001715
2022-01-12/04:03:15         0.7026     8.000 0.0001765
2022-01-12/04:03:15         0.7026     11.00 0.0001829
2022-01-12/04:03:15         0.7026     14.00 0.0001911
2022-01-12/04:03:15         0.7026     17.00 0.0002012
2022-01-12/04:03:15         0.7026     20.00 0.0002136
2022-01-12/04:03:15         0.7026     23.00 0.0002286
2022-01-12/04:03:15         0.7026     26.00 0.0002466
2022-01-12/04:03:15         0.7026     29.00 0.0002684
2022-01-12/04:03:15         0.7026     32.00 0.0002948
2022-01-12/04:03:15         0.7026     35.00 0.0003255
2022-01-12/04:03:15         0.7026     38.00 0.0003518
2022-01-12/04:03:15         0.7026     41.00 0.0003744
2022-01-12/04:03:15         0.7026     44.00 0.0003990
2022-01-12/04:03:15         0.7026     47.00 0.0004259
